,Date,stocks,bonds,cash,gold,cpi,interest_rate,gdp,portfolio,stocks_performance,bonds_performance,cash_performance,gold_performance,gdp_var,portfolio_performance
61,1994-04-01,450.9100036621094,7.034999847412109,3.859999895095825,376.5,2.36111111111111,3.56,7246.931,209.57625085115433,-6.374448749654334,24.778287214125,29.966325182227678,-0.3704683778777422,1.8449328325780954,-3.434208539470646
62,1994-07-01,458.260009765625,7.09499979019165,4.269999980926514,384.0,2.77008310249306,4.26,7331.075,213.4062523841858,1.630038376576664,0.8528776699492369,10.62176417029437,1.9920318725099548,1.1610984015164547,1.8274978760602067
63,1994-10-01,472.3500061035156,7.793000221252441,5.019999980926514,383.9,2.60809883321896,4.76,7455.288,217.26575157642364,3.074672901328853,9.837920390437915,17.56440288876216,-0.026041666666671404,1.6943354146561092,1.8085220789547236
64,1995-01-01,470.4200134277344,7.592999935150146,5.840000152587891,374.9,2.80437756497949,5.53,7522.289,214.6882533788681,-0.408593765394869,-2.566409347158384,16.334664836194563,-2.3443605105496204,0.8987043827146692,-1.1863343296648878
65,1995-04-01,514.7100219726562,7.046000003814697,5.690000057220459,389.8,3.05291723202172,6.05,7580.997,229.31150550842284,9.414992406934601,-7.204002844820678,-2.56849471657911,3.9743931715124035,0.7804539283188916,6.811389025438913
66,1995-07-01,562.0599975585938,6.428999900817871,5.420000076293945,383.4,2.76280323450136,5.85,7683.125,239.3272493839264,9.199349840608477,-8.756742870604356,-4.745166576648643,-1.6418676244227868,1.3471579002075913,4.36774589800757
67,1995-10-01,581.5,6.002999782562256,5.309999942779541,382.7,2.80936454849497,5.76,7772.586,243.87824993133546,3.458705925674721,-6.626226859972746,-2.029522730000025,-0.1825769431403188,1.1643829821850034,1.901580601090842
68,1996-01-01,636.02001953125,5.580999851226807,4.909999847412109,405.6,2.72787757817697,5.56,7868.468,263.0277548074722,9.375755723344795,-7.029817534914642,-7.532958562670913,5.983799320616683,1.233592011719125,7.852075731037232
69,1996-04-01,654.1699829101562,6.632999897003174,5.010000228881836,391.3,2.89664252797894,5.22,8032.84,264.2782457590103,2.8536780009350764,18.849669840881973,2.0366677103347257,-3.525641025641022,2.0889962315408894,0.4754216726875029
70,1996-07-01,639.9500122070312,6.789999961853027,5.179999828338623,385.3,2.95081967213114,5.4,8131.408,259.3050029993057,-2.1737424636736904,2.3669541276608186,3.393205422961202,-1.533350370559674,1.2270629067677277,-1.8818207096166333
71,1996-10-01,705.27001953125,6.348999977111816,5.010000228881836,379.5,2.99284320104101,5.24,8259.771,274.0322549343109,10.207048375379514,-6.494845172589066,-3.281845658116765,-1.5053205294575633,1.5786072965469344,5.679509367215957
72,1997-01-01,786.1599731445312,6.502999782562256,5.010000228881836,345.5,3.0440414507772,5.25,8362.655,285.79324328899384,11.469359447186463,2.4255757758010645,0.0,-8.959156785243735,1.2456035403402836,4.2918262879317695
73,1997-04-01,801.3400268554688,6.702000141143799,5.099999904632568,340.2,2.49520153550862,5.51,8518.825,288.3355067253113,1.9309115484752226,3.0601317120625,1.7964006315189067,-1.5340086830680235,1.8674691231433087,0.8895463752257768
74,1997-07-01,954.3099975585938,6.004000186920166,5.099999904632568,326.4,2.22929936305732,5.52,8662.823,322.95349941253664,19.089271167870294,-10.414800649414914,0.0,-4.0564373897707355,1.6903504884769944,12.006149738680946
75,1997-10-01,914.6199951171876,5.818999767303467,5.059999942779541,311.4,2.08464939987364,5.5,8765.907,309.22474870681765,-4.159026159523094,-3.081286040259073,-0.784312992176595,-4.595588235294116,1.1899585158325294,-4.250999209078714
76,1998-01-01,980.280029296875,5.51200008392334,5.039999961853027,304.9,1.5713387806411,5.56,8866.48,323.93300733566286,7.17894147626572,-5.275815357566017,-0.3952565445193983,-2.0873474630700173,1.1473199521738024,4.756494650041859
77,1998-04-01,1111.75,5.666999816894531,4.849999904632568,310.7,1.43570536828965,5.45,8969.699,358.2417499303818,13.41147088321533,2.812041556807543,-3.7698424337011858,1.9022630370613314,1.1641485685413073,10.59130802288631
78,1998-07-01,1120.6700439453125,5.49399995803833,4.949999809265137,288.9,1.6822429906542,5.54,9121.097,355.003510928154,0.8023426080784759,-3.052759210269457,2.0618537443073137,-7.016414547795307,1.6878827260535587,-0.9039256320228048
79,1998-10-01,1098.6700439453125,4.603000164031982,4.210000038146973,292.3,1.4851485148515,5.07,9293.991,349.94576103687285,-1.9631112760495597,-16.21768840210339,-14.949490901657683,1.1768778123918366,1.895539538719973,-1.4247041889973673
80,1999-01-01,1279.6400146484375,4.652999877929688,4.360000133514404,285.4,1.67079207920794,4.63,9411.682,393.5132536649704,16.471730680238068,1.0862418447951825,3.562947601146675,-2.3605884365378103,1.2663128251361684,12.449784360584658
81,1999-04-01,1335.1800537109375,5.349999904632568,4.429999828338623,286.6,2.27692307692307,4.74,9526.21,407.89001336097715,4.340286207583063,14.979584031560393,1.6054975385469703,0.4204625087596412,1.2168706932512094,3.653437225330862
82,1999-07-01,1328.719970703125,5.9070000648498535,4.619999885559082,255.6,2.14460784313725,4.99,9686.626,398.71174266338346,-0.4838360931065182,10.411218133573769,4.288940509772317,-10.816468946266582,1.683943562025192,-2.2501827445995985
83,1999-10-01,1362.9300537109375,6.002999782562256,4.960000038146973,299.1,2.56097560975609,5.2,9900.169,418.24826338291166,2.574664621749406,1.6251856552983241,7.359310844371294,17.018779342723022,2.2045137285160052,4.899911045765748
84,2000-01-01,1394.4599609375,6.666999816894531,5.53000020980835,283.3,2.73889227023737,5.45,10002.179,422.4892402410507,2.313391442261775,11.061137071187119,11.491938856402228,-5.282514209294547,1.0303864509787672,1.013985527121335
85,2000-04-01,1452.4300537109375,6.214000225067139,5.650000095367432,275.1,3.06859205776174,6.02,10247.72,434.848513507843,4.1571715500862325,-6.794654331315073,2.169979765032238,-2.894458171549587,2.454875082719468,2.925346278579937
86,2000-07-01,1430.8299560546875,6.02899980545044,6.019999980926514,276.8,3.65926814637075,6.54,10318.165,429.9197389602661,-1.4871695611821139,-2.9771550195703327,6.54867043033245,0.6179571065067222,0.6874212019844634,-1.1334463369363732
87,2000-10-01,1429.4000244140625,5.756999969482422,6.150000095367432,264.5,3.44827586206897,6.51,10435.744,426.4517561197281,-0.09993721717764004,-4.51152504138615,2.159470346392098,-4.443641618497125,1.1395340159805443,-0.8066582029764788
88,2001-01-01,1366.010009765625,5.178999900817871,4.840000152587891,264.5,3.73222748815164,5.98,10470.231,410.1322524547577,-4.434728806893801,-10.039952609492815,-21.30081174740657,0.0,0.33046996936680273,-3.8268112232579483
89,2001-04-01,1249.4599609375,5.3379998207092285,3.829999923706055,263.2,3.26911850554583,4.8,10599.0,380.45699017047883,-8.532151887241454,3.070089263107505,-20.867772666118626,-0.4914933837429203,1.2298582524110486,-7.235534905305315
90,2001-07-01,1211.22998046875,5.037000179290772,3.440000057220459,265.9,2.7199074074074,3.77,10598.02,371.40174517631533,-3.059720332299804,-5.638809507836669,-10.182764340846703,1.0258358662613887,-0.009246155297674363,-2.3800968908748246
91,2001-10-01,1059.780029296875,4.263000011444092,2.009999990463257,278.8,2.12643678160919,2.49,10660.465,336.2132573246956,-12.503814602843903,-15.366292243326114,-41.56976869101133,4.851447912749165,0.5892138342822477,-9.474507944197924
92,2002-01-01,1130.199951171875,5.025000095367432,1.7200000286102295,282.3,1.14220445459737,1.73,10783.5,354.81123782396315,6.644767775226043,17.874738021997146,-14.427858867113201,1.2553802008608272,1.1541241399882551,5.531602366680843
93,2002-04-01,1076.9200439453125,5.091000080108643,1.7300000190734863,308.2,1.63934426229508,1.75,10887.46,347.98526101112367,-4.7142018694407,1.3134325072362998,0.5813947847045569,9.17463691108749,0.964065470394587,-1.923833319007258
94,2002-07-01,911.6199951171876,4.465000152587891,1.6649999618530271,304.7,1.46478873239436,1.73,10984.04,305.6124988079071,-15.349333477213932,-12.296207379108765,-3.7572286996430506,-1.1356262167423807,0.8870755897151525,-12.176596813352418
95,2002-10-01,885.760009765625,3.91100001335144,1.4170000553131104,316.9,2.02588632526732,1.75,11061.433,301.9970024585724,-2.836706685907913,-12.40761747601185,-14.894889622934912,4.003938299967174,0.7045950306080471,-1.1830328809971888
96,2003-01-01,855.7000122070312,3.974999904632568,1.1480000019073486,367.5,2.5974025974026,1.24,11174.129,307.0807530283928,-3.393695496204188,1.636407339878403,-18.983771552946166,15.967182076364779,1.0188191710784622,1.6833778244265147
97,2003-04-01,916.9199829101562,3.857000112533569,1.10099995136261,336.8,2.22469410456062,1.26,11312.766,314.6694957435131,7.154373008038846,-2.9685483001264714,-4.094081051101924,-8.35374149659863,1.2406962547147913,2.471253128136823
98,2003-07-01,990.3099975585938,4.473999977111816,0.9269999861717224,354.8,2.10993892282067,1.01,11566.669,337.6277493804693,8.003971558729631,15.996884795861604,-15.803812250449539,5.344418052256543,2.244393634589457,7.295989585107236
99,2003-10-01,1050.7099609375,4.301000118255615,0.9319999814033508,386.3,2.04081632653061,1.01,11772.234,360.56074025928973,6.099096598823593,-3.8667827389637353,0.5393738194406268,8.87824126268319,1.7772186616561925,6.792389227751954
100,2004-01-01,1131.1300048828125,4.138000011444092,0.8970000147819519,399.8,1.92625206384149,1.0,11923.447,383.9912512272596,7.653876610587901,-3.7898187009962783,-3.7553613004045303,3.494693243593062,1.2844885686098308,6.498353356807598
101,2004-04-01,1107.300048828125,4.500999927520752,0.9520000219345092,388.5,2.28509249183896,1.0,12112.815,375.31326219439507,-2.106738920532507,8.77235174172894,6.1315503061532155,-2.8264132066033056,1.5881984463050003,-2.2599444662161403
102,2004-07-01,1101.719970703125,4.474999904632568,1.4119999408721924,391.4,2.99075584556824,1.26,12305.307,374.75174263715746,-0.503935507896486,-0.5776499290571024,48.319318102844335,0.7464607464607411,1.5891599103924392,-0.14961356653225266
103,2004-10-01,1130.199951171875,4.02899980545044,1.8669999837875368,425.6,3.18918918918919,1.76,12527.214,390.4239877402782,2.585047128679534,-9.966482875685074,32.223800422703334,8.737864077669926,1.8033438743137395,4.182033949417814
104,2005-01-01,1181.27001953125,4.132999897003174,2.421999931335449,422.2,2.96976241900649,2.28,12767.286,402.50625483989717,4.518675505729902,2.5812880758157917,29.72683194254762,-0.7988721804511414,1.9164037590481087,3.094652859203009
105,2005-04-01,1156.8499755859375,4.201000213623047,2.836999893188477,435.7,3.51063829787233,2.79,12922.656,399.89699392318727,-2.0672702719571987,1.6453016770985158,17.13459841529408,3.197536712458543,1.2169383532255864,-0.6482535079480414
106,2005-07-01,1234.1800537109375,4.285999774932861,3.3320000171661377,429.0,3.16789862724393,3.26,13142.642,417.6995133757591,6.684538164582037,2.02331723369538,17.44801348657559,-1.5377553362405365,1.7023280663046307,4.451776263162259
107,2005-10-01,1207.010009765625,4.559000015258789,3.805000066757202,470.8,4.34782608695652,3.78,13324.204,421.54350246191024,-2.20146516414826,6.369581303354238,14.195679686501038,9.743589743589752,1.381472614106059,0.920276170562147
108,2006-01-01,1280.0799560546875,4.526999950408936,4.369999885559082,568.8,3.98531725222863,4.29,13599.16,464.44423897266387,6.053797872252204,-0.7019097333351567,14.848878025996967,20.815632965165662,2.0635829352357575,10.177060317666744
109,2006-04-01,1310.6099853515625,5.068999767303467,4.650000095367432,644.0,3.54573484069888,4.79,13753.424,491.08224630355835,2.3850095576038086,11.972604878106296,6.407327623362804,13.22081575246132,1.1343641813170962,5.735458661262953
110,2006-07-01,1276.6600341796875,4.98799991607666,4.934999942779541,632.5,4.1453428863869,5.24,13870.188,479.7707585096359,-2.5903931414629255,-1.5979454516703555,6.129028850903467,-1.7857142857142918,0.8489813154891408,-2.3033795009014284
111,2006-10-01,1377.93994140625,4.605999946594238,4.940000057220459,603.8,1.30522088353415,5.25,14039.56,497.82148535251616,7.933193216284835,-7.658379629302132,0.10131944273339855,-4.537549407114625,1.221122597617267,3.7623649467410445
112,2007-01-01,1438.239990234375,4.826000213623047,4.974999904632568,650.5,2.07564296520424,5.25,14215.651,524.6352475881577,4.376101382661574,4.776384489354598,0.7084989272611892,7.7343491222259075,1.254248708648987,5.386220367056723
113,2007-04-01,1482.3699951171875,4.630000114440918,4.724999904632568,677.0,2.57369727047146,5.25,14402.082,542.1812487840652,3.06833387907821,-4.061336313845388,-5.025125724469021,4.073789392774785,1.3114489093746045,3.344419056205197
114,2007-07-01,1455.27001953125,4.770999908447266,4.809999942779541,665.5,2.35823095823096,5.26,14564.117,532.5877548456192,-1.8281519239597799,3.0453518471105667,1.7989426425942412,-1.698670605612989,1.1250803876828428,-1.7694256228818546
115,2007-10-01,1549.3800048828125,4.474999904632568,3.819999933242798,789.5,3.53617443012883,4.76,14715.058,586.793751180172,6.466840111354429,-6.204150272369873,-20.58212102523757,18.632607062359114,1.03638964174759,10.177852540050509
116,2008-01-01,1378.550048828125,3.638999938964844,1.870000004768372,923.3,4.28029404790135,3.94,14706.538,576.8397621929646,-11.025697731758726,-18.681563876734117,-51.04711943853546,16.947435085497148,-0.057899873721183326,-1.6963352058858305
117,2008-04-01,1385.5899658203125,3.759000062942505,1.340000033378601,871.0,3.93688977482752,2.28,14865.701,565.4222414791584,0.5106754737103785,3.297612695530745,-28.342244387075255,-5.664464421098231,1.0822601485135408,-1.9793227620787377
118,2008-07-01,1267.3800048828125,3.9790000915527344,1.6349999904632568,918.0,5.60012290025396,2.01,14898.999,547.7485012412071,-8.531381133921244,5.852621040873714,22.014921622118138,5.3960964408725545,0.22399212791917478,-3.1257596432210306
119,2008-10-01,968.75,3.9700000286102295,0.4350000023841858,730.8,3.65518627713749,0.97,14608.208,425.9887500077486,-23.562783358762644,-0.22618906095559055,-73.39449511183581,-20.392156862745097,-1.9517485704912048,-22.229134531185196
120,2009-01-01,825.8800048828125,2.844000101089477,0.2199999988079071,919.5,0.0298465036952666,0.15,14430.901,437.11100124567747,-14.747870463709674,-28.36271837294997,-49.42528790756045,25.821018062397386,-1.2137491470548696,2.6109260485697234
