Date,stocks,bonds,cash,gold
1997-06-01,885.1400146484375,6.501999855041504,5.050000190734863,334.6
1997-07-01,954.3099975585938,6.004000186920166,5.099999904632568,326.4
1997-08-01,899.469970703125,6.329999923706055,5.090000152587891,325.4
1997-09-01,947.280029296875,6.10699987411499,4.96999979019165,332.1
1997-10-01,914.6199951171876,5.818999767303467,5.059999942779541,311.4
1997-11-01,955.4000244140624,5.85099983215332,5.059999942779541,296.8
1997-12-01,970.4299926757812,5.738999843597412,5.199999809265137,290.2
1998-01-01,980.280029296875,5.51200008392334,5.039999961853027,304.9
1998-02-01,1049.3399658203125,5.616000175476074,5.179999828338623,297.4
1998-03-01,1101.75,5.662000179290772,4.989999771118164,301.0
1998-04-01,1111.75,5.666999816894531,4.849999904632568,310.7
1998-05-01,1090.8199462890625,5.546000003814697,4.889999866485596,293.6
1998-06-01,1133.8399658203125,5.434000015258789,4.96999979019165,296.3
1998-07-01,1120.6700439453125,5.49399995803833,4.949999809265137,288.9
1998-08-01,957.280029296875,5.0320000648498535,4.760000228881836,273.4
1998-09-01,1017.010009765625,4.409999847412109,4.25,293.9
1998-10-01,1098.6700439453125,4.603000164031982,4.210000038146973,292.3
1998-11-01,1163.6300048828125,4.72599983215332,4.420000076293945,294.7
1998-12-01,1229.22998046875,4.638000011444092,4.349999904632568,287.8
1999-01-01,1279.6400146484375,4.652999877929688,4.360000133514404,285.4
1999-02-01,1238.3299560546875,5.271999835968018,4.550000190734863,287.1
1999-03-01,1286.3699951171875,5.234000205993652,4.360000133514404,279.5
1999-04-01,1335.1800537109375,5.349999904632568,4.429999828338623,286.6
1999-05-01,1301.8399658203125,5.611000061035156,4.510000228881836,268.6
1999-06-01,1372.7099609375,5.809999942779541,4.670000076293945,261.0
1999-07-01,1328.719970703125,5.9070000648498535,4.619999885559082,255.6
1999-08-01,1320.4100341796875,5.979000091552734,4.849999904632568,254.8
1999-09-01,1282.7099609375,5.885000228881836,4.710000038146973,299.0
1999-10-01,1362.9300537109375,6.002999782562256,4.960000038146973,299.1
1999-11-01,1388.9100341796875,6.163000106811523,5.150000095367432,291.4
1999-12-01,1469.25,6.434999942779541,5.170000076293945,290.3
2000-01-01,1394.4599609375,6.666999816894531,5.53000020980835,283.3
2000-02-01,1366.4200439453125,6.408999919891357,5.639999866485596,293.7
2000-03-01,1498.5799560546875,6.0229997634887695,5.71999979019165,276.8
2000-04-01,1452.4300537109375,6.214000225067139,5.650000095367432,275.1
2000-05-01,1420.5999755859375,6.284999847412109,5.489999771118164,272.3
2000-06-01,1454.5999755859375,6.01800012588501,5.699999809265137,288.2
2000-07-01,1430.8299560546875,6.02899980545044,6.019999980926514,276.8
2000-08-01,1517.6800537109375,5.729000091552734,6.110000133514404,277.0
2000-09-01,1436.510009765625,5.777999877929688,6.03000020980835,273.7
2000-10-01,1429.4000244140625,5.756999969482422,6.150000095367432,264.5
2000-11-01,1314.949951171875,5.439000129699707,6.010000228881836,269.1
2000-12-01,1320.280029296875,5.110000133514404,5.730000019073486,274.5
2001-01-01,1366.010009765625,5.178999900817871,4.840000152587891,264.5
2001-02-01,1239.93994140625,4.9079999923706055,4.71999979019165,266.7
2001-03-01,1160.3299560546875,4.914999961853027,4.179999828338623,257.7
2001-04-01,1249.4599609375,5.3379998207092285,3.829999923706055,263.2
2001-05-01,1255.8199462890625,5.413000106811523,3.539999961853028,267.5
2001-06-01,1224.3800048828125,5.389999866485596,3.559999942779541,270.6
2001-07-01,1211.22998046875,5.037000179290772,3.440000057220459,265.9
2001-08-01,1133.5799560546875,4.815999984741211,3.2799999713897705,273.0
2001-09-01,1040.93994140625,4.574999809265137,2.299999952316284,293.1
2001-10-01,1059.780029296875,4.263000011444092,2.009999990463257,278.8
2001-11-01,1139.449951171875,4.74399995803833,1.7300000190734863,275.5
2001-12-01,1148.0799560546875,5.0320000648498535,1.6699999570846558,276.5
2002-01-01,1130.199951171875,5.025000095367432,1.7200000286102295,282.3
2002-02-01,1106.72998046875,4.859000205993652,1.7200000286102295,296.9
2002-03-01,1147.3900146484375,5.406000137329102,1.7400000095367432,301.4
2002-04-01,1076.9200439453125,5.091000080108643,1.7300000190734863,308.2
2002-05-01,1067.1400146484375,5.043000221252441,1.7050000429153442,326.6
2002-06-01,989.8200073242188,4.823999881744385,1.659000039100647,318.5
2002-07-01,911.6199951171876,4.465000152587891,1.6649999618530271,304.7
2002-08-01,916.0700073242188,4.13700008392334,1.6449999809265137,312.8
2002-09-01,815.280029296875,3.607000112533569,1.5269999504089355,323.7
2002-10-01,885.760009765625,3.91100001335144,1.4170000553131104,316.9
2002-11-01,936.3099975585938,4.2129998207092285,1.2020000219345093,319.1
